,poem,prediction
4,51905/the-indifferent-shepherdess-to-colin,0
5,poem/husband,0
6,44985/villanelle-of-change,1
7,poem/england-outbreak-balkan-war,1
8,40829/suitcase-song,0
9,47764/glazunoviana,1
10,poem/directors-cut,0
11,47964/four-questions-regarding-the-dreams-of-animals,0
12,poem/fast-thou-shalt-wane-so-fast-thou-growest-sonnet-11,1
13,44762/town-eclogues-monday-roxana-or-the-drawing-room,1
14,45219/the-shepheardes-calender-october,1
15,poem/photograph-people-dancing-france,0
16,17168/ars-poetica,1
17,55531/i-never-wish-to-sing-again-as-i-used-to-,0
18,42775/traveling-through-the-dark,1
19,45718/paradise-lost-book-1-1674-version,1
0,47428/the-comedian-as-the-letter-c,0
1,45497/complete-destruction-56d22520b4800,1
2,47110/testing-on-steel-and-glass,0
3,poem/envoi,0
4,44202/song-wintah-summah-snow-er-shine,1
5,45873/days-56d22594f3322,1
6,48847/radio-56d22a691dd7f,0
7,poem/gapped-sonnet,0
8,poem/my-glass-shall-not-persuade-me-i-am-old-sonnet-22,1
9,45268/a-satirical-elegy-on-the-death-of-a-late-famous-general,1
10,poem/joseph-cornell-box,0
11,47427/when-you-see-millions-of-the-mouthless-dead,1
12,53167/what-land-have-you-cast-from-the-blotted-out-region-of-your-face,0
13,poem/kabira,1
14,58055/we-house,0
15,45750/paradise-regaind-book-2-1671-version,1
16,55026/the-mortician-in-san-francisco,0
17,45566/yarrow-revisited,1
18,poem/four-sonnets-about-food,0
0,poem/genie-speaks,0
1,45303/a-sequence-of-sonnets-on-the-death-of-robert-browning,0
2,poem/altitude-0,0
3,45540/the-power-of-armies-is-a-visible-thing,1
4,53627/even-when-issues-arise-,0
5,43992/this-lime-tree-bower-my-prison,1
6,44048/in-heaven,1
7,46659/belly-dancer,0
8,47202/driving-toward-the-lac-qui-parle-river,0
9,43709/a-reminiscence,0
10,49729/sonnet-you-jerk-you-didnt-call-me-up,0
11,54415/mulatto,0
12,45872/the-snow-storm-56d22594aa595,1
13,54757/first-time,0
14,43741/sonnets-from-the-portuguese-35-if-i-leave-all-for-thee-wilt-thou-exchange,1
15,47158/the-kindergarten-concert,0
16,52368/the-hand-and-foot,0
17,47281/another-grace-for-a-child,1
18,58878/last-meal-breakfast-tacos-san-antonio-tejas,0
19,49850/domestic-scenes,0
0,48055/the-squaw-trade,0
1,51300/in-the-same-space,0
2,12588/middle-aged,0
3,poem/i-am-not-myth,0
4,58360/vortex,0
5,41697/body-56d21ff4585f1,0
6,54523/the-tunnel-56d234f71846c,0
7,poem/time-sensitive,0
8,poem/replica-thinker,0
9,56225/sonnet-139-o-call-not-me-to-justify-the-wrong,1
10,45504/winter-trees,1
11,49769/reward,0
12,poem/modern-love-xii,0
13,55191/from-the-first-the-body-was-dirt,0
14,47357/lui-et-elle,0
15,poem/basanta-panchami,0
16,poem/when-i-come-home-they-rush-me-flies,0
17,44892/eloisa-to-abelard,1
18,44654/the-wreck-of-the-hesperus,1
19,poem/field-guide-chaparral,0
0,poem/incomplete-lioness,0
1,48926/country-summer,0
2,44909/the-rape-of-the-lock-canto-4,1
3,43584/bacchanalia,1
4,48821/you-got-a-song-man,0
5,54547/injun-joe-as-an-avatar,0
6,poem/modern-love-xxviii,1
7,49849/between-walls,0
8,poem/let-not-my-love-be-calld-idolatry-sonnet-105,1
9,poem/lose-your-mother-suite-vi-across-surface-my-studied-speech,0
10,58128/naxos,0
11,55510/industry,0
12,poem/say-thou-didst-forsake-me-some-fault-sonnet-89,1
13,42674/rhapsody-56d22149cad48,0
14,poem/tragedy-pete,0
15,48560/homecoming-56d229e570b27,0
16,32774/rat-song,0
17,56038/the-orange-bottle,0
18,20166/chomei-at-toyama,0
0,43884/the-ballad-of-sally-in-our-alley,0
1,57427/snowfall-56d23af189f7c,0
2,54850/book-2-epigram-8,0
3,58063/gravity-56d23c1d15a2a,0
4,poem/moving,0
5,poem/sheep-winter,0
6,56023/the-animal-spell,0
7,58876/only-a-shadow,0
8,55173/monologue-of-a-commercial-fisherman-56d236721026f,0
9,45557/the-tables-turned,1
10,54968/first-rites,0
11,47073/eternity-56d22745e6964,0
12,poem/another-elegy,0
13,29449/psalm-56d212ff620c5,1
14,57171/coming-to-sumer,0
15,poem/my-cats-gaspara-alfonsina,0
16,46846/deeply-morbid,1
17,poem/ode-memory-american-volunteers-fallen-france,1
18,poem/night-needs-no-stars,0
0,poem/young-man,0
1,44722/four-sonnets-1922,1
2,poem/sonnet-v-0,0
3,poem/ancient-pond,1
4,42529/clouds-56d22115c93b4,0
5,45433/the-water-fall,1
6,43818/ye-flowery-banks-bonie-doon,1
7,55529/create-desire,0
8,45164/astrophil-and-stella-84-highway-since-you-my-chief-parnassus-be,1
9,144385/dear-babylon-59bc0226d8ec8,0
10,poem/sonnet-whyfore-must-minstrels-unattended-sing,0
11,45567/yarrow-visited-september-1814,1
12,45743/paradise-lost-book-7-1674-version,1
13,poem/where-art-thou-muse-thou-forgetst-so-long-sonnet-100,1
14,43115/sire,0
15,45862/the-song-of-the-wreck,1
16,56931/blockbusters,0
17,poem/vestigial-bones,0
18,44133/cassandra-56d2231be6015,0
0,144812/theres-a-limbo-moon-above,0
1,poem/astroturf,0
2,poem/art-0,1
3,poem/what-potions-have-i-drunk-siren-tears-sonnet-119,1
4,42967/the-messenger-56d221a154f4a,0
5,53467/conversation-12-on-hieroglyphs,0
6,poem/modern-love-iii,0
7,poem/light-candle,1
8,poem/gitanjali-4,1
9,45751/paradise-regaind-book-3-1671-version,1
10,57711/special-orders,0
11,44092/an-anatomy-of-the-world,1
12,45309/the-curse-56d224c460c5f,0
13,44188/to-my-dear-friend-mr-congreve-on-his-comedy-calld-the-double-dealer,0
14,47516/meditation-56d228032663c,0
15,47262/the-bachelors-soliloquy,1
16,49979/ah-the-delight-,0
17,poem/when-year-grows-old,1
0,52381/curriculum-vitae-56d230cd8f4f4,0
1,poem/sonnet-6,1
2,47687/next-day,1
3,46090/emily-bronte-56d225deac988,0
4,55250/psalm-150,0
5,poem/o-lest-world-should-task-you-recite-sonnet-72,1
6,40276/swifts,0
7,44908/the-rape-of-the-lock-canto-3,1
8,poem/three-demons-sanki-series-i-0,0
9,51888/sonnet-84-while-one-sere-leaf-that-parting-autumn-yields,0
10,43080/captivity,0
11,poem/ed-asner,0
12,49261/didnt-sappho-say-her-guts-clutched-up-like-this,0
13,43943/to-the-ladies,1
14,48325/a-dialogue-between-the-resolved-soul-and-created-pleasure,1
15,57410/90-north,1
16,143779/victory-597915b4500b4,0
17,49583/about-my-very-tortured-friend-peter,0
0,52166/if-you-said-you-would-come-with-me,0
1,44110/holy-sonnets-show-me-dear-christ-thy-spouse-so-bright-and-clear,0
2,poem/sonnet-our-days-swift-succession-bid-us,0
3,poem/elegy-v-his-picture,1
4,poem/ballad-goodly-fere,1
5,52184/poets-work,0
6,53466/conversation-9-on-varieties-of-oblivion,0
7,58789/cottonmouth,0
8,poem/poem-pastoral-or-inquisition-memories-memories-walk-around-dressed-old-men,1
9,146242/flight-5aa944d5741a8,0
10,48736/to-a-child-in-heaven,0
11,48984/the-quaker-graveyard-in-nantucket,1
12,143780/heat-597917a1f0de8,0
13,poem/modified-villanelle-my-childhood,1
14,45664/fruit-gathering-lv,0
15,55966/walking-parker-home,0
16,47426/to-germany,1
17,57671/of-mere-being,1
18,43743/abt-vogler,1
0,45876/good-bye,1
1,poem/o-truant-muse-what-shall-be-thy-amends-sonnet-101,1
2,51770/let-us-consider,1
3,46644/my-madonna,1
4,45292/hymn-to-proserpine-after-the-proclamation-in-rome-of-the-christian-faith,1
5,55231/dear-drought,0
6,44564/ianthe-you-are-calld-to-cross-the-sea,0
7,poem/time-reviews-ziegfeld-follies-featuring-josephine-baker-1936,0
8,47736/beginning-56d2286768ae9,0
9,poem/canopy,0
10,56593/a-bird-came-down-the-walk-359,1
11,poem/elegy-my-mothers-ex-boyfriend,0
12,46997/oxford-stroud-recollects-fishing-with-electricity,0
13,55576/plume-56d2374f47b8a,0
14,47293/safety,1
15,poem/florida-doll-sonnet,0
16,poem/ode-sun,0
17,12843/the-hammer,0
18,42450/revelations-in-the-key-of-k,0
0,poem/sweet-love-renew-thy-force-be-it-not-said-sonnet-56,1
1,54591/the-book-of-non-writing-,0
2,43984/fragment-10-the-three-sorts-of-friends,0
3,43988/hymn-before-sun-rise-in-the-vale-of-chamouni,1
4,45999/i-would-i-might-forget-that-i-am-i,1
5,52023/chartres,1
6,56024/squirrel-problem,0
7,poem/even-gods,0
8,poem/ghazal-better-unbegun,0
9,55082/bay-window-lauds,0
10,45282/cor-cordium,0
11,44181/mac-flecknoe,1
12,poem/ode-melancholy,1
13,46763/you-cant-warm-your-hands-in-front-of-a-book-but-you-can-warm-your-hopes-there,0
14,48039/if-not-for-the-cat,1
15,41298/during-the-service,0
16,poem/beginning-0,0
17,54375/the-pipe,0
18,58479/on-seeing-charlotte-brontes-underwear-with-my-daughter-in-haworth,0
19,52289/sonnet-17,1
0,poem/modern-love-ii,1
1,144816/the-hard-part,0
2,44432/the-embankment,1
3,92678/two-hangings-from-ovid,0
4,45469/beat-beat-drums,1
5,48042/brancusis-golden-bird,0
6,poem/ring-0,0
7,53989/harvest-song,1
8,49826/if-see-no-end-in-is,0
9,44642/nuremberg,1
10,poem/soy-boricua,0
11,45376/the-princess-as-thro-the-land,1
12,43973/dejection-an-ode,1
13,43727/the-ladys-yes,1
14,48322/a-dialogue-between-thyrsis-and-dorinda,0
15,52104/dawn-56d230503667d,0
16,48112/the-constant-voice,0
17,57138/memorial-56d23a5541f89,0
18,43755/fra-lippo-lippi,1
19,43318/a-sunset-of-the-city,1
0,52249/three-six-five-zero,0
1,44781/lalla-rookh,0
2,52764/kumina,0
3,30012/things-we-dreamt-we-died-for,0
4,45928/carl-hamblin,1
5,55806/the-long-hill-56d237bcb54a0,1
6,45949/sing-me-a-song-of-a-lad-that-is-gone,1
7,44434/the-glove-and-the-lions,0
8,poem/empty-apartment,0
9,54282/blade,0
10,57331/afterwards-56d23abe213a6,0
11,57932/the-pact,0
12,43172/ancient-history,0
13,poem/gitanjali-7,1
14,48947/the-legend-56d22a98239de,1
15,45932/lyman-king,1
16,45036/i-am-the-people-the-mob,1
17,poem/late-fermata,0
18,58853/horns,0
0,poem/o-never-say-i-was-false-heart-sonnet-109,1
1,44559/child-of-a-day,0
2,47714/odes-36-see-their-verses-are-laid,0
3,46346/the-murder-of-two-men-by-a-young-kid-wearing-lemon-colored-gloves,0
4,poem/old-stoic,1
5,42432/sober-song,0
6,poem/some-glory-their-birth-some-their-skill-sonnet-91,1
7,poem/sound-their-names,0
8,poem/nevertheless-ecstatic-ode,0
9,47760/rivers-and-mountains,0
10,45560/to-a-highland-girl,1
11,57136/art-is-an-act,0
12,55090/d-e-l-e-t-e-part-2,0
13,poem/oil-steel,1
14,41192/planting-the-meadow,0
15,45819/the-battle-of-omdurman,1
16,12686/keep-me-fully-glad,1
17,42805/the-wheel-revolves,1
18,49675/the-definition-of-gardening,0
0,52140/the-cars,0
1,52408/in-lovely-blue,0
2,poem/sonnet-iii-mindful-you-sodden-earth-spring,1
3,46260/to-the-dead-in-the-graveyard-underneath-my-window,1
4,45112/adonais-an-elegy-on-the-death-of-john-keats,1
5,42601/lines-to-accompany-flowers-for-eve,0
6,52859/here-now-56d231aaf2f92,0
7,poem/atlantis-lost-sonnet,1
8,poem/ode-my-socks,1
9,45324/idylls-of-the-king-the-last-tournament,1
10,poem/edison,0
11,poem/sonnet-negro-harlem,0
12,poem/so-oft-i-invoke-thee-my-muse-sonnet-78,1
13,43449/santa-fe-trail,0
14,51916/winter-56d22ffceced7,0
15,49175/flood-years-of-solitude,0
16,poem/delaware-indian-legend,0
17,poem/water,0
18,46069/epitaph-56d225d778fed,0
0,poem/new-journal,0
1,48895/sonnet-grief-dies,0
2,44313/home-56d2235c059bf,1
3,47304/little-tree,1
4,43586/cadmus-and-harmonia,1
5,46772/in-harvest,0
6,58664/autobiography-in-the-year-1952,0
7,poem/when-dawn-comes-city,1
8,43983/fragment-9-the-netherlands,1
9,44211/hysteria,1
10,56006/ode-to-the-steam-box,0
11,43007/the-rock-in-the-sea,1
12,55234/epic-simile,0
13,50983/selected-haiku-by-issa,0
14,poem/math,0
15,poem/key,0
16,44371/prayer-i,1
17,43034/the-lie-56d221b48a40c,0
18,poem/tender-buttons-long-dress,0
0,46313/porphyrias-lover,1
1,45134/ode-to-the-west-wind,1
2,47834/an-explanation-of-america-a-love-of-death,1
3,42644/the-foggy-foggy-blue,0
4,poem/tis-better-be-vile-vile-esteemd-sonnet-121,1
5,47559/mother-to-son,1
6,45869/experience-56d22593ac17d,1
7,45532/november-1806,1
8,46811/made-shine,0
9,poem/neoteric-kama-no-sutra,0
10,52395/yet-to-die-unalone-still,1
11,49453/late-ripeness,1
12,poem/seeing-elgin-marbles,1
13,56751/early-poem,0
14,44483/robin-hood,1
15,46889/turning-forty-56d226f965d75,0
16,55856/the-magic-trick,0
17,142852/essay-on-craft,0
18,54525/kora-in-hell-improvisations-ii,0
